protein1	protein2	confidence
KPNB1	SUN2	0.329
KPNB1	TAF3	0.382
KPNB1	TAF4B	0.195
KPNB1	TAF8	0.417
KPNB1	TMEM209	0.794
KPNB1	TMEM214	0.774
KPNB1	TPX2	0.936
KPNB1	UBC	0.257
KPNB1	UBR5	0.369
KPNB1	VASN	0.569
KPNB1	VIRMA	0.17
KPNB1	WRAP53	0.36
KPNB1	YTHDC1	0.161
KPNB1	ZC3H14	0.251
KPNB1	ZNF207	0.324
KPNB1	ZNF554	0.168
KPRP	EHF	0.363
KPRP	TCTN3	0.183
KPTN	C12orf66	0.176
KPTN	ELP2	0.175
KPTN	FMN2	0.598
KPTN	GTSE1	0.176
KPTN	HSPB9	0.192
KPTN	ITFG2	0.774
KPTN	KIF5C	0.152
KPTN	PKIG	0.415
KPTN	RAB25	0.415
KPTN	RBM33	0.155
KPTN	SEC14L1	0.175
KPTN	SNX24	0.36
KPTN	SZT2	0.164
KPTN	TMCO4	0.176
KPTN	TSPAN7	0.395
KRAS	ABCB5	0.209
KRAS	AC007192.1	0.334
KRAS	ACSM4	0.215
KRAS	ACVRL1	0.246
KRAS	ANAPC4	0.18
KRAS	ANXA5	0.518
KRAS	ARID1B	0.226
KRAS	ARL4A	0.193
KRAS	ARPC2	0.17
KRAS	ARPC3	0.167
KRAS	ASB16	0.272
KRAS	BCL2	0.766
KRAS	BLOC1S6	0.272
KRAS	BRIX1	0.15
KRAS	C1orf131	0.156
KRAS	CA12	0.15
KRAS	CACNA2D2	0.169
KRAS	CARM1	0.162
KRAS	CCDC120	0.199
KRAS	CCIN	0.167
KRAS	CCL5	0.283
KRAS	CCT2	0.215
KRAS	CCT7	0.187
KRAS	CDC73	0.186
KRAS	CDH5	0.268
KRAS	CDK8	0.596
KRAS	CHN1	0.238
KRAS	CNOT1	0.239
KRAS	COPS7B	0.154
KRAS	COPS8	0.181
KRAS	COX4I2	0.153
KRAS	CRNKL1	0.168
KRAS	CXCL16	0.189
KRAS	CYP11B1	0.227
KRAS	CYTB	0.193
KRAS	DAG1	0.195
KRAS	DCTN4	0.204
KRAS	DDX50	0.175
KRAS	DHRS7C	0.205
KRAS	DIDO1	0.178
KRAS	DNAJA3	0.191
KRAS	DYNLL2	0.189
KRAS	EBLN2	0.185
KRAS	EGFR	0.998
KRAS	EIF3A	0.355
KRAS	ENPP4	0.174
KRAS	ENPP5	0.174
KRAS	EPB42	0.36
KRAS	EPRS	0.229
KRAS	ERH	0.264
KRAS	ESS2	0.216
KRAS	ESX1	0.368
KRAS	F2RL3	0.158
KRAS	FAM129B	0.353
KRAS	FANCA	0.248
KRAS	FANCC	0.285
KRAS	FBL	0.239
KRAS	FBXL20	0.356
KRAS	FCGR1A	0.238
KRAS	FEZ2	0.167
KRAS	FNDC9	0.158
KRAS	FNTA	0.456
KRAS	FOXP4	0.166
KRAS	FOXR1	0.159
KRAS	FRAT1	0.151
KRAS	FRMPD1	0.352
KRAS	GATA6	0.316
KRAS	GLI3	0.396
KRAS	GMPPB	0.185
KRAS	GNL3	0.173
KRAS	GNL3L	0.173
KRAS	GOLIM4	0.167
KRAS	GON4L	0.17
KRAS	GSPT1	0.201
KRAS	HOXD1	0.153
KRAS	HSD3B2	0.177
KRAS	HSD3B7	0.177
KRAS	HSDL2	0.205
KRAS	HSPA14	0.229
KRAS	HSPA9	0.305
KRAS	HUWE1	0.21
KRAS	IARS	0.181
KRAS	IBTK	0.266
KRAS	IGFBP3	0.404
KRAS	IL1RAP	0.173
KRAS	IREB2	0.255
KRAS	KARS	0.226
KRAS	KCNH7	0.167
KRAS	KDM2A	0.199
KRAS	KDM3B	0.168
KRAS	KIF2C	0.284
KRAS	KLHL25	0.167
KRAS	KMT2A	0.371
KRAS	KNL1	0.16
KRAS	LPAR1	0.173
KRAS	LRRC10	0.53
KRAS	LRRC32	0.53
KRAS	LSM5	0.16
KRAS	MAPK1	0.985
KRAS	METAP2	0.177
KRAS	MLF2	0.167
KRAS	MNDA	0.165
KRAS	MPDZ	0.217
KRAS	MRPL49	0.254
KRAS	MVP	0.184
KRAS	NAA10	0.151
KRAS	NAA15	0.181
KRAS	NAE1	0.188
KRAS	NAGS	0.172
KRAS	NEK1	0.18
KRAS	NF1	0.969
KRAS	NMNAT1	0.221
KRAS	NOL8	0.159
KRAS	NOP10	0.167
KRAS	NOP56	0.182
KRAS	NR5A1	0.24
KRAS	NUP107	0.158
KRAS	OSBPL9	0.167
KRAS	PCLAF	0.191
KRAS	PDE6D	0.401
KRAS	PGGT1B	0.699
KRAS	PHB	0.944
KRAS	PHF7	0.226
KRAS	PIK3CA	0.987
KRAS	PIK3CG	0.964
KRAS	PIK3R2	0.356
KRAS	PIN1	0.332
KRAS	PIP4K2A	0.324
KRAS	PML	0.281
KRAS	POLA1	0.236
KRAS	POLM	0.279
KRAS	POLR3F	0.16
KRAS	PROM1	0.432
KRAS	PSEN1	0.314
KRAS	PSKH2	0.234
KRAS	PSMB5	0.15
KRAS	PTPN1	0.333
KRAS	QARS	0.162
KRAS	RALGDS	0.98
KRAS	RASGRF2	0.942
KRAS	RASGRP2	0.52
KRAS	RASSF2	0.717
KRAS	RELN	0.267
KRAS	RGCC	0.247
KRAS	RHBDL2	0.323
KRAS	RLF	0.287
KRAS	RPF2	0.153
KRAS	RPP25L	0.16
KRAS	RPS29	0.196
KRAS	RSBN1	0.205
KRAS	RTN2	0.184
KRAS	SEC14L3	0.202
KRAS	SH2D3A	0.293
KRAS	SH3PXD2B	0.546
KRAS	SHC1	0.966
KRAS	SHOC2	0.815
KRAS	SLC11A2	0.173
KRAS	SNRPN	0.171
KRAS	SNX2	0.268
KRAS	SORBS3	0.152
KRAS	SPAST	0.301
KRAS	SPTBN5	0.915
KRAS	STX17	0.23
KRAS	SUV39H2	0.237
KRAS	TBCD	0.158
KRAS	TEAD2	0.238
KRAS	TEDC1	0.151
KRAS	TGIF2	0.265
KRAS	TIMM22	0.155
KRAS	TK2	0.506
KRAS	TMED10	0.193
KRAS	TPP2	0.223
KRAS	TRIM44	0.153
KRAS	TSPAN15	0.15
KRAS	TSSK1B	0.334
KRAS	TTC21B	0.179
KRAS	TTC31	0.161
KRAS	TTPAL	0.202
KRAS	TWIST1	0.55
KRAS	TXNL4A	0.153
KRAS	UBE2D1	0.347
KRAS	UBE2M	0.176
KRAS	UBE3B	0.251
KRAS	UBTF	0.171
KRAS	UHRF2	0.184
KRAS	UQCR10	0.194
KRAS	USP6	0.3
KRAS	USP9Y	0.374
KRAS	VMP1	0.728
KRAS	VNN1	0.156
KRAS	WDR37	0.167
KRAS	WWC1	0.174
KRAS	ZBTB5	0.248
KRAS	ZC3H10	0.163
KRAS	ZC3H13	0.188
KRAS	ZC3H15	0.188
KRAS	ZDHHC17	0.65
KRAS	ZNF189	0.253
KRAS	ZNF260	0.27
KRAS	ZNF584	0.248
KRBOX4	C8orf33	0.151
KRBOX4	CCNQ	0.224
KRBOX4	KIAA0355	0.17
KRBOX4	SLC35F6	0.173
KRBOX4	SLC43A3	0.166
KRBOX4	STAR	0.152
KRBOX4	TMEM126A	0.161
KRBOX4	TTC3	0.187
KRBOX4	XPO5	0.328
KRI1	AATF	0.996
KRI1	LIN28A	0.222
KRI1	MPHOSPH10	0.989
KRI1	PRR11	0.275
KRI1	RPSA	0.778
KRI1	SH3GLB1	0.378
KRI1	SUPT16H	0.424
KRIT1	CCM2	0.996
KRIT1	FAS	0.36
KRIT1	HEG1	0.717
KRIT1	ITGB1BP1	0.985
KRIT1	PIK3C3	0.487
KRIT1	PLCB1	0.39
KRIT1	PLCB3	0.368
KRIT1	RAP1B	0.991
KRIT1	RGS4	0.295
KRIT1	TRPV4	0.36
KRR1	AATF	0.987
KRR1	ABT1	0.972
KRR1	DDX18	0.854
KRR1	DDX27	0.964
KRR1	DDX52	0.998
KRR1	DDX56	0.987
KRR1	DKC1	0.985
KRR1	EBNA1BP2	0.99
KRR1	GNL1	0.815
KRR1	LIN28A	0.205
KRR1	LIN28B	0.205
KRR1	MAVS	0.285
KRR1	MRTO4	0.868
KRR1	NOC4L	0.997
KRR1	NOP2	0.936
KRR1	NOP58	0.999
KRR1	PES1	0.997
KRR1	PUM3	0.986
KRR1	RBM34	0.895
KRR1	RPF2	0.992
KRR1	RPS11	0.968
KRR1	RPS18	0.943
KRR1	RPS3	0.954
KRR1	RPS3A	0.959
KRR1	RPSA	0.948
KRR1	SRPK1	0.351
KRR1	SRPK3	0.351
KRR1	USP44	0.778
KRR1	UTP15	0.991
KRR1	ZBP1	0.36
KRR1	ZNF346	0.195
KRR1	ZNF622	0.469
KRT1	ALB	0.343
KRT1	CALB2	0.368
KRT1	CSTA	0.605
KRT1	EGFR	0.354
KRT1	FANCA	0.18
KRT1	GAN	0.155
KRT1	IVL	0.756
KRT1	KNG1	0.535
KRT1	KRT15	0.442
KRT1	KRT2	0.823
KRT1	KRT33B	0.622
KRT1	KRT77	0.904
KRT1	LOR	0.673
KRT1	MBL2	0.418
KRT1	PI3	0.28
KRT1	POU5F1	0.226
KRT1	PRSS1	0.784
KRT1	SHC1	0.163
KRT10	AHNAK2	0.569
KRT10	AKT1	0.525
KRT10	ALB	0.429
KRT10	AP2M1	0.154
KRT10	CBL	0.156
KRT10	CRK	0.156
KRT10	EIF4A3	0.365
KRT10	EVPL	0.302
KRT10	GAN	0.161
KRT10	GLB1L3	0.192
KRT10	GLE1	0.36
KRT10	GRB2	0.183
KRT10	INPPL1	0.163
KRT10	KRT1	0.996
KRT10	KRT16	0.782
KRT10	KRT2	0.865
KRT10	KRT5	0.83
KRT10	KRT77	0.878
KRT10	MAGOH	0.36
KRT10	PIK3R2	0.156
KRT10	POU5F1	0.242
KRT10	PRKCZ	0.373
KRT10	PRSS1	0.81
KRT10	SHC1	0.158
KRT10	SMAD3	0.407
KRT10	SRC	0.432
KRT10	TJP1	0.264
KRT10	TRAF3IP1	0.186
KRT10	UBASH3B	0.156
KRT13	ALB	0.186
KRT13	KRT6B	0.45
KRT13	KRT7	0.538
KRT14	ALB	0.418
KRT14	DST	0.688
KRT14	EGFR	0.581
KRT14	EIF4A3	0.36
KRT14	EVPL	0.602
KRT14	GDI1	0.36
KRT14	HNRNPU	0.503
KRT14	INPPL1	0.173
KRT14	KRT3	0.805
KRT14	KRT5	0.99
KRT14	MAGOH	0.36
KRT14	OBSL1	0.168
KRT14	PIK3R2	0.156
KRT14	PKP1	0.604
KRT14	POU5F1	0.423
KRT14	SHC1	0.217
KRT14	TCHP	0.54
KRT14	TRADD	0.421
KRT14	UBASH3B	0.156
KRT15	FAM107A	0.188
KRT15	KRT6B	0.535
KRT15	KRT6C	0.348
KRT15	KRT73	0.155
KRT15	KRT77	0.16
KRT16	ALB	0.249
KRT16	KRT82	0.586
KRT17	AP2M1	0.154
KRT17	CALR	0.512
KRT17	CBL	0.156
KRT17	CCDC85B	0.151
KRT17	CRK	0.156
KRT17	CRYZ	0.224
KRT17	EEF1G	0.411
KRT17	EGFR	0.678
KRT17	GRB2	0.154
KRT17	IGF2BP3	0.177
KRT17	IKBKG	0.166
KRT17	ILF3	0.505
KRT17	INPPL1	0.156
KRT17	KRT6A	0.856
KRT17	KRT7	0.534
KRT17	KRT72	0.377
KRT17	KRT8	0.579
KRT17	NETO2	0.192
KRT17	OBSL1	0.185
KRT17	PA2G4	0.33
KRT17	PIK3R2	0.156
KRT17	TRIM69	0.156
KRT17	UBASH3B	0.156
KRT17	UCHL1	0.491
KRT17	USP1	0.488
KRT17	YWHAQ	0.165
KRT17	YWHAZ	0.208
KRT18	BECN1	0.376
KRT18	BYSL	0.327
KRT18	CAMK2A	0.324
KRT18	CASP3	0.653
KRT18	CASP6	0.947
KRT18	CASP7	0.47
KRT18	CASP8	0.535
KRT18	CDH1	0.607
KRT18	CDK1	0.411
KRT18	CNOT1	0.174
KRT18	COL17A1	0.432
KRT18	DDX1	0.326
KRT18	DEDD	0.731
KRT18	DNAJB6	0.357
KRT18	DSP	0.675
KRT18	EGFR	0.475
KRT18	EP300	0.159
KRT18	EXOC8	0.261
KRT18	FGA	0.325
KRT18	FKBP3	0.326
KRT18	FLII	0.263
KRT18	FOXRED2	0.156
KRT18	GDI1	0.36
KRT18	GRB2	0.175
KRT18	GRN	0.15
KRT18	HGS	0.607
KRT18	HNRNPR	0.503
KRT18	HNRNPU	0.183
KRT18	HRAS	0.361
KRT18	HSPA1A	0.397
KRT18	HSPA5	0.461
KRT18	KRT5	0.58
KRT18	KRT72	0.305
KRT18	KRT8	0.841
KRT18	MAPK14	0.442
KRT18	PKD1	0.488
KRT18	PKP2	0.44
KRT18	PKP3	0.424
KRT18	PNN	0.624
KRT18	PRKCE	0.373
KRT18	RAF1	0.362
KRT18	RCHY1	0.36
KRT18	RFC2	0.347
KRT18	RHPN2	0.367
KRT18	RPL14	0.166
KRT18	RPS6KA3	0.324
KRT18	RTCB	0.341
KRT18	RTRAF	0.216
KRT18	SEC16A	0.347
KRT18	SERPINE1	0.476
KRT18	SVIL	0.192
KRT18	TCHP	0.596
KRT18	TNFRSF1B	0.394
KRT18	TRADD	0.417
KRT18	TROAP	0.359
KRT18	TUBG1	0.36
KRT18	USH2A	0.36
KRT18	USP10	0.36
KRT18	USP32	0.488
KRT18	VCAM1	0.16
KRT18	YWHAB	0.371
KRT18	YWHAE	0.388
KRT18	YWHAG	0.376
KRT18	YWHAH	0.364
KRT18	YWHAQ	0.352
KRT18	YWHAZ	0.454
KRT2	KRT13	0.182
KRT2	KRT15	0.189
KRT2	KRT19	0.171
KRT2	KRT31	0.24
KRT2	KRT38	0.182
KRT2	KRT77	0.82
KRT2	POU5F1	0.19
KRT2	PRSS1	0.774
KRT2	SMAD3	0.36
KRT20	C9orf16	0.36
KRT20	KRT80	0.183
KRT20	MS4A1	0.163
KRT20	PRC1	0.481
KRT20	VIM	0.229
KRT20	ZC2HC1C	0.269
KRT27	INSRR	0.411
KRT3	CUL5	0.172
KRT3	HP1BP3	0.503
KRT3	ITGAV	0.513
KRT31	KRT71	0.164
KRT31	KRT77	0.189
KRT31	KRT81	0.168
KRT31	RAB24	0.15
KRT33A	KRT4	0.195
KRT33A	KRT79	0.218
KRT33A	OTUD4	0.488
KRT38	KRT83	0.156
KRT4	ANKRD11	0.609
KRT4	ATG4B	0.439
KRT4	AURKB	0.359
KRT4	CD2AP	0.774
KRT4	CDK1	0.359
KRT4	ECT2	0.359
KRT4	KIF23	0.603
KRT4	KRT13	0.511
KRT4	KRT15	0.289
KRT4	KRT33B	0.196
KRT4	NSMAF	0.774
KRT4	PIK3R2	0.156
KRT4	SFN	0.157
KRT4	USP1	0.326
KRT4	USPL1	0.488
KRT4	WWOX	0.309
KRT5	ADRB2	0.217
KRT5	ALB	0.347
KRT5	ALOX12	0.329
KRT5	ALOX12B	0.419
KRT5	DST	0.457
KRT5	EGFR	0.695
KRT5	EIF4A3	0.36
KRT5	EVPL	0.358
KRT5	GDI1	0.364
KRT5	INPPL1	0.169
KRT5	KIFC3	0.157
KRT5	KRT1	0.79
KRT5	KRT15	0.614
KRT5	KRT16	0.891
KRT5	KRT2	0.79
KRT5	KRT3	0.791
KRT5	KRT31	0.166
KRT5	MAGOH	0.36
KRT5	OBSL1	0.167
KRT5	PIK3R2	0.166
KRT5	SHC1	0.299
KRT5	TCHP	0.363
KRT5	TP63	0.489
KRT5	UBASH3B	0.156
KRT5	YEATS4	0.152
KRT6A	EGFR	0.258
KRT6A	KRT13	0.551
KRT6A	KRT15	0.436
KRT6A	KRT31	0.209
KRT6A	KRT38	0.181
KRT6B	ALB	0.214
KRT6B	KRT19	0.541
KRT6C	KRT13	0.407
KRT6C	TP63	0.166
KRT7	COG7	0.347
KRT7	DIDO1	0.503
KRT7	EGFR	0.511
KRT7	HSPA1A	0.312
KRT7	KRT27	0.422
KRT71	PHF14	0.641
KRT71	TRIM27	0.172
KRT75	WWOX	0.2
KRT76	CUL4B	0.202
KRT79	BTRC	0.488
KRT79	INPPL1	0.156
KRT79	KIF2C	0.164
KRT79	KRT31	0.187
KRT79	KRT33B	0.204
KRT8	ANXA1	0.579
KRT8	APEX1	0.326
KRT8	ASB12	0.15
KRT8	BYSL	0.336
KRT8	CAV1	0.463
KRT8	CBLB	0.344
KRT8	CLN5	0.17
KRT8	CRK	0.165
KRT8	DEDD	0.73
KRT8	DMD	0.622
KRT8	DNAJB6	0.394
KRT8	DSP	0.69
KRT8	EGFR	0.505
KRT8	GDI1	0.36
KRT8	GLB1L3	0.192
KRT8	GRB2	0.215
KRT8	HSPA5	0.473
KRT8	IQCB1	0.212
KRT8	KRT13	0.479
KRT8	KRT15	0.435
KRT8	MAPK1	0.698
KRT8	MAPK14	0.945
KRT8	MAPK3	0.528
KRT8	MAPK8	0.469
KRT8	NCL	0.232
KRT8	OTUD4	0.496
KRT8	PASK	0.283
KRT8	PKD1	0.487
KRT8	PKP1	0.447
KRT8	PKP2	0.437
KRT8	PLAT	0.456
KRT8	PNN	0.385
KRT8	PPL	0.599
KRT8	RAF1	0.349
KRT8	RCHY1	0.36
KRT8	STAM2	0.503
KRT8	TADA2A	0.152
KRT8	TCHP	0.595
KRT8	TJP1	0.444
KRT8	TRADD	0.403
KRT8	TROAP	0.338
KRT8	USP32	0.489
KRT8	VIM	0.439
KRT8	YBX1	0.178
KRT8	YWHAQ	0.164
KRT82	RAB24	0.172
KRT83	KRT31	0.216
KRT84	USP37	0.501
KRT85	MLST8	0.541
KRT85	RAB24	0.359
KRT9	ALB	0.236
KRT9	AP2M1	0.154
KRT9	CRK	0.156
KRT9	EIF4A3	0.36
KRT9	EPS15	0.155
KRT9	GRB2	0.154
KRT9	INPPL1	0.156
KRT9	KRT1	0.666
KRT9	MAGOH	0.36
KRT9	PIK3R2	0.156
KRT9	POU5F1	0.184
KRT9	TRAF3IP1	0.191
KRT9	UBASH3B	0.156
KRT9	UBE3A	0.2
KRTAP1-5	LCE1D	0.195
KRTAP10-1	KRTAP12-1	0.601
KRTAP10-1	KRTAP3-2	0.332
KRTAP10-3	KRTAP12-1	0.504
KRTAP10-3	KRTAP26-1	0.359
KRTAP10-3	LOC100996750	0.276
KRTAP10-4	ZNF32	0.195
KRTAP10-4	ZNF625	0.184
KRTAP10-5	KRTAP12-1	0.614
KRTAP10-5	KRTAP3-2	0.365
KRTAP10-7	KRTAP12-1	0.516
KRTAP10-8	KRTAP12-1	0.529
KRTAP10-9	KRTAP12-1	0.532
KRTAP12-1	GPRIN2	0.189
KRTAP12-2	KRTAP10-1	0.486
KRTAP12-2	KRTAP10-5	0.179
KRTAP12-2	KRTAP10-8	0.458
KRTAP12-2	KRTAP26-1	0.322
KRTAP12-2	KRTAP3-2	0.368
KRTAP12-2	LCE4A	0.195
KRTAP13-1	PCDH19	0.219
KRTAP13-1	TBC1D10C	0.229
KRTAP19-5	MGAT5B	0.195
KRTAP2-3	CNNM3	0.185
KRTAP2-3	KRTAP10-1	0.235
KRTAP2-3	KRTAP10-5	0.241
KRTAP2-4	CNNM3	0.185
KRTAP2-4	KRTAP10-1	0.382
KRTAP2-4	KRTAP10-5	0.386
KRTAP23-1	TNS2	0.154
KRTAP26-1	KRTAP10-1	0.388
KRTAP26-1	KRTAP10-5	0.38
KRTAP26-1	KRTAP10-9	0.36
KRTAP26-1	KRTAP3-2	0.392
KRTAP26-1	LOC100996750	0.404
KRTAP3-2	LCE2A	0.256
KRTAP4-11	CATSPER1	0.159
KRTAP4-11	KRTAP10-3	0.323
KRTAP4-11	KRTAP10-8	0.385
KRTAP4-11	KRTAP10-9	0.366
KRTAP4-11	KRTAP5-9	0.342
KRTAP4-11	SMCP	0.161
KRTAP4-12	ALPP	0.156
KRTAP4-12	EVI5L	0.195
KRTAP4-12	GNE	0.165
KRTAP4-12	IFI30	0.195
KRTAP4-12	KRTAP10-1	0.364
KRTAP4-12	KRTAP10-3	0.322
KRTAP4-12	KRTAP10-5	0.362
KRTAP4-12	KRTAP10-8	0.354
KRTAP4-12	KRTAP10-9	0.332
KRTAP4-12	KRTAP26-1	0.38
KRTAP4-12	KRTAP3-2	0.347
KRTAP4-12	KRTAP5-6	0.162
KRTAP4-12	KRTAP5-9	0.33
KRTAP4-12	LCE1B	0.184
KRTAP4-12	LCE2D	0.172
KRTAP4-12	LCE3E	0.179
KRTAP4-12	LCE4A	0.211
KRTAP4-12	SMCP	0.195
KRTAP4-12	SPATA3	0.186
KRTAP4-2	CHRD	0.285
KRTAP5-1	CREB5	0.164
KRTAP5-1	KRTAP10-1	0.597
KRTAP5-1	RNF111	0.164
KRTAP5-6	CREB5	0.175
KRTAP5-6	KRTAP26-1	0.186
KRTAP5-6	KRTAP4-2	0.324
KRTAP5-9	CREB5	0.165
KRTAP5-9	KRTAP10-1	0.477
KRTAP5-9	KRTAP10-3	0.454
KRTAP5-9	KRTAP10-5	0.474
KRTAP5-9	KRTAP10-7	0.456
KRTAP5-9	KRTAP10-8	0.475
KRTAP5-9	KRTAP10-9	0.481
KRTAP5-9	KRTAP12-1	0.488
KRTAP5-9	KRTAP12-2	0.424
KRTAP5-9	RNF111	0.165
KRTAP9-2	CHRD	0.162
KRTAP9-2	FAM76B	0.166
KRTAP9-2	GNE	0.185
KRTAP9-2	KRTAP10-11	0.17
KRTAP9-2	KRTAP4-12	0.464
KRTAP9-2	KRTAP4-2	0.195
KRTAP9-2	KRTAP5-6	0.168
KRTAP9-2	KRTAP9-4	0.189
KRTAP9-2	LCE1B	0.181
KRTAP9-2	LCE2A	0.179
KRTAP9-2	LCE3E	0.179
KRTAP9-2	LCE4A	0.188
KRTAP9-2	LOC100996750	0.181
KRTAP9-2	SMCP	0.216
KRTAP9-4	DHX57	0.188
KRTAP9-4	DOCK2	0.188
KRTAP9-4	FBXW5	0.194
KRTAP9-4	KRTAP10-1	0.379
KRTAP9-4	KRTAP10-5	0.394
KRTAP9-4	KRTAP10-8	0.391
KRTAP9-4	KRTAP10-9	0.361
KRTAP9-4	KRTAP4-2	0.456
KRTAP9-4	KRTAP5-9	0.354
KRTAP9-4	LCE1B	0.153
KRTAP9-4	LCE3C	0.155
KRTAP9-4	LCE4A	0.162
KRTAP9-4	MAPKBP1	0.3
KRTAP9-4	SMCP	0.176
KRTAP9-4	SPATA32	0.188
KRTAP9-4	YIPF3	0.167
KRTCAP2	SHD	0.154
KSR1	ARHGEF2	0.422
KSR1	BRAF	0.959
KSR1	BRAP	0.953
KSR1	EPHB2	0.417
KSR1	LSP1	0.918
KSR1	MAP2K1	0.998
KSR1	MAP2K2	0.995
KSR1	MAPK1	0.972
KSR1	MARK3	0.958
KSR1	PPP2CB	0.939
KSR1	PPP2R2A	0.937
KSR1	PPP2R5A	0.941
KSR1	PPP2R5B	0.941
KSR1	PRMT2	0.158
KSR1	SDF4	0.153
KSR1	VRK2	0.448
KSR1	YWHAB	0.922
KSR1	YWHAE	0.929
KSR1	YWHAH	0.923
KSR2	BRAF	0.959
KSR2	LRRC7	0.319
KSR2	MAP2K1	0.999
KSR2	MAPK1	0.953
KSR2	MAPK3	0.965
KTI12	GPR35	0.506
KTN1	BNIP3	0.52
KTN1	CDR2	0.359
KTN1	DTNBP1	0.157
KTN1	GLE1	0.36
KTN1	HERC2	0.22
KTN1	NEURL4	0.294
KTN1	RHOG	0.965
KTN1	RTN4	0.208
KXD1	BORCS6	0.438
KXD1	DTNBP1	0.562
KXD1	LRRC45	0.595
KXD1	MYH7	0.156
KXD1	STX11	0.176
KY	TTN	0.371
KYAT1	DGKQ	0.503
KYAT1	SCLY	0.554
KYAT3	PGM5	0.531
KYNU	ADK	0.469
KYNU	ASNS	0.52
KYNU	BCCIP	0.347
KYNU	COIL	0.503
KYNU	DSTN	0.443
KYNU	GDA	0.351
KYNU	GLRX	0.421
KYNU	GNS	0.24
KYNU	GSR	0.317
KYNU	KHSRP	0.417
KYNU	LDHA	0.246
KYNU	NAGK	0.258
KYNU	NDRG1	0.326
KYNU	PALM2	0.503
KYNU	PEPD	0.325
KYNU	PPIA	0.435
KYNU	PPM1G	0.503
KYNU	RET	0.171
KYNU	RPS6KA1	0.324
KYNU	SMARCD2	0.503
KYNU	SMS	0.512
KYNU	SPR	0.417
L1CAM	ANK1	0.951
L1CAM	ANK2	0.957
L1CAM	AP2A1	0.93
L1CAM	CNTN1	0.94
L1CAM	CNTN2	0.948
L1CAM	DGUOK	0.162
L1CAM	EGFR	0.962
L1CAM	ERBB3	0.56
L1CAM	ITGAV	0.939
L1CAM	MSN	0.941
L1CAM	NCAM1	0.951
L1CAM	NCAN	0.959
L1CAM	NUMB	0.935
L1CAM	PRNP	0.41
L1CAM	RABGEF1	0.377
L1CAM	RDX	0.943
L1CAM	RPS6KA1	0.934
L1CAM	RPS6KA2	0.934
L1TD1	CBX4	0.159
L1TD1	DCTN3	0.153
L1TD1	DHX9	0.397
L1TD1	EIF3I	0.159
L1TD1	IMP3	0.156
L1TD1	KAT6A	0.156
L1TD1	LIN28A	0.799
L1TD1	TCOF1	0.155
L1TD1	TERT	0.155
L1TD1	TRIM28	0.319
L1TD1	TSEN34	0.24
L1TD1	ZMYM1	0.157
L2HGDH	A2ML1	0.195
L2HGDH	ATL3	0.152
L2HGDH	COQ5	0.635
L2HGDH	CTSV	0.164
L2HGDH	GM2A	0.167
L2HGDH	IVL	0.167
L2HGDH	KLK10	0.186
L2HGDH	LCN2	0.324
L2HGDH	POU5F1	0.163
L3HYPDH	ACOT9	0.17
L3HYPDH	CPZ	0.183
L3HYPDH	MUT	0.174
L3HYPDH	POLR3C	0.324
L3HYPDH	RDH13	0.174
L3HYPDH	THUMPD3	0.17
L3MBTL1	ETV7	0.624
L3MBTL2	E2F3	0.329
L3MBTL2	FOXR1	0.18
L3MBTL2	MEAF6	0.153
L3MBTL2	MGA	0.159
L3MBTL2	MIER2	0.631
L3MBTL2	PHF10	0.324
L3MBTL2	RING1	0.362
L3MBTL2	RYBP	0.824
L3MBTL2	YAF2	0.359
L3MBTL3	E2F2	0.524
L3MBTL3	L3MBTL4	0.161
L3MBTL3	NDUFA13	0.152
L3MBTL3	OAZ3	0.159
L3MBTL3	PHC2	0.157
L3MBTL3	PLEKHF1	0.166
L3MBTL3	TOP2A	0.166
LACC1	ORC4	0.269
LACC1	OSER1	0.163
LACC1	PLP2	0.163
LACC1	SUDS3	0.496
LACC1	ZBTB10	0.16
LACRT	CCDC148	0.165
LACRT	FN3KRP	0.18
LACRT	KCNIP4	0.174
LACRT	NEUROD1	0.165
LACRT	NID1	0.82
LACRT	POLL	0.155
LACRT	PPP1R3C	0.16
LACRT	PRAP1	0.229
LACRT	RSPO1	0.16
LACRT	SLC25A10	0.165
LACRT	SMAD3	0.17
LACTB	FOXN1	0.155
LACTB	IBTK	0.172
LACTB	UBXN2A	0.36
LACTB	ZNFX1	0.168
LACTB2	COIL	0.503
LACTB2	LYPLA2	0.449
LACTB2	NDRG3	0.51
LACTB2	NUP210	0.503
LACTB2	PALM2	0.503
LACTB2	PDCD6IP	0.435
LACTB2	PGM3	0.502
LACTB2	PPP4R3B	0.514
LACTB2	SMS	0.53
LACTB2	SOD1	0.439
LACTB2	SSU72	0.503
LACTB2	TXNL1	0.503
LACTB2	UBE2H	0.795
LAG3	CEBPZ	0.373
LAG3	CENPJ	0.369
LAGE3	CCT7	0.454
LAGE3	CNN2	0.183
LAGE3	EIF4A2	0.774
LAGE3	GINS4	0.503
LAGE3	GON7	0.482
LAGE3	MAGED2	0.503
LAGE3	MT1A	0.503
LAGE3	NDRG3	0.503
LAGE3	OGFR	0.503
LAGE3	PDE9A	0.19
LAGE3	PLP2	0.51
LAGE3	PTPN23	0.503
LAGE3	PUM1	0.503
LAGE3	RNF114	0.503
LAGE3	RNF214	0.503
LAGE3	RPAP1	0.503
LAGE3	RPSA	0.417
